,AUC,accuracy,std
0,0.6734026340004601,0.9337763878029712,0.029087009285431134
1,0.6606208304577869,0.949822811482363,0.037745003465496994
2,0.6894697492523578,0.9314480065356074,0.02304857849542066
3,0.6650276052449966,0.9383928319192414,0.04293711387831532
4,0.675401138716356,0.9605248267515704,0.03326524521499164
5,0.6649629054520358,0.9744049361100012,0.03754791476374516
6,0.668945537152059,0.9661028380471504,0.032935642830115144
7,0.6645962732919254,0.9439912454821394,0.04564558669952008
8,0.6616991603404647,0.9436162637589953,0.02069548942168197
9,0.6779675638371291,0.9378128639693475,0.02190504494479783
10,0.622821773636991,0.9673044925124792,0.027188371276117798
11,0.6720726938118242,0.9519121247604854,0.030285534970162
12,0.7276210605014952,0.9090502078669651,0.021587582420497926
13,0.6784348401196227,0.9624708749724393,0.04410725995564307
14,0.6790099493903842,0.9269021004611784,0.023025215178093278
15,0.6580184610075914,0.9379844961240311,0.03445036595858756
16,0.7096920289855072,0.9428216511568343,0.03449657304234265
17,0.6761847250977685,0.9542799597180261,0.036988197253925006
18,0.6741215205889118,0.9511138990307652,0.03181421425280087
19,0.7135955831608005,0.9114608555286521,0.016987308176106067
20,0.6876725327812284,0.963637751455121,0.03205622114080227
21,0.7152418334483551,0.916720609368013,0.023136686244567974
22,0.6538417299286865,0.9639262894564922,0.029060692591470448
23,0.6786361283643892,0.9577934328837507,0.04415125682272661
24,0.6788661720726937,0.9545153272576637,0.032278465453790865
25,0.6339285714285714,0.9539318647363842,0.03410087382494115
26,0.6660915573959053,0.9669353907099669,0.02310187739703574
27,0.6925034506556246,0.9622047181127549,0.0282000275205473
28,0.6790890269151139,0.9333729216152019,0.04027319241724839
29,0.7263414423740511,0.9065955117679255,0.016524505534699026
30,0.6368688175753392,0.9718423014143245,0.030728151956431485
31,0.6687298711755234,0.9402488528578168,0.02782026783239543
32,0.6775577984817115,0.9438217544163148,0.0364156559384551
33,0.7232502300437083,0.8987268110767278,0.015074665515401273
34,0.6785139176443524,0.935645087903338,0.02633035930032496
35,0.6625402576489532,0.9588991746431192,0.02455942606208442
36,0.7103318380492294,0.9191199257158686,0.020816542637047672
37,0.6862491373360938,0.9591633466135457,0.03832785281230308
38,0.6652864044168393,0.95157920952837,0.05663853868085989
39,0.7256585001150218,0.8989870620720268,0.024650657845668233
40,0.64215263400046,0.9509169363538297,0.04160181272550951
41,0.7369162640901771,0.9091638063098733,0.019170780807880653
42,0.6668967103749712,0.9543370823355,0.0341359015466239
43,0.6741287094547964,0.945913043478261,0.04170795937511563
44,0.6756958822176213,0.9121794039954347,0.019497157260190804
45,0.7145804577869795,0.8904584593902725,0.015025546585360133
46,0.6993975730388773,0.9449699366637423,0.029339443485102926
47,0.6911591327352197,0.9561313174535254,0.040001755112739665
48,0.7095123073383942,0.8923743849194523,0.014353960327325312
49,0.7083261444674488,0.9423718434942006,0.02343850263505837
50,0.683905567057741,0.9682789123908027,0.03074104855719862
51,0.7101089832068093,0.8968637337524239,0.015877150939578415
52,0.6387379227053139,0.940992448759439,0.03364260612882107
53,0.6966154819415689,0.8877739397670978,0.009246817552941365
54,0.587186565447435,0.9808743169398907,0.02942713009363115
55,0.6629068898090638,0.9217438630406576,0.028378198824872084
56,0.6838336783988959,0.9458814472671287,0.042998660027987655
57,0.6770114446744881,0.957682590508625,0.03927793410281759
58,0.7172619047619047,0.9314511873350924,0.015331518213855413
59,0.6628565677478719,0.9741225894670519,0.03670516721668119
60,0.6575871290545203,0.9474034620505993,0.03139767276312009
61,0.6455601564297218,0.9615684807507574,0.03756954233598171
62,0.7117121002990568,0.8993721199445502,0.02232755872793141
63,0.6494493328732459,0.9450041264691652,0.025629864104548563
64,0.6895488267770876,0.9614851485148515,0.04312207987979585
65,0.672539970094318,0.9685108411095605,0.03503183254695946
66,0.6874928111341155,0.9368451034740761,0.03423635858632107
67,0.6711740855762595,0.953146862641932,0.0351180681923602
68,0.665437370600414,0.9510359869138496,0.042382794804197765
69,0.7293679549114332,0.9038620059045919,0.018060262456165963
70,0.6604626754083276,0.949461636104379,0.046801201468553
71,0.6911447550034506,0.9303918463948799,0.01665655961808464
72,0.6583994708994709,0.9106924395688634,0.028068944174604565
73,0.7040128249367379,0.8854910283619525,0.01208085935306189
74,0.718764377731769,0.893040259158354,0.014136467445852799
75,0.6652145157579941,0.950730017803416,0.04687773158362244
76,0.6411174373130895,0.9557661438268207,0.031606382500296
77,0.6804621002990568,0.962584205438826,0.03214883749888171
78,0.6980748217161261,0.9366689993002101,0.04115723504742915
79,0.6915041982976765,0.9267818633833536,0.026423958276305778
80,0.6631513112491374,0.9451839205404837,0.04466133481595526
81,0.6232459167241776,0.9791366906474821,0.03407976771892664
82,0.7280667701863354,0.9094639308124938,0.015869223165367676
83,0.6837042788129745,0.9702867072111208,0.03441364007138732
84,0.6937902576489532,0.9191625916870416,0.016699603223058346
85,0.707398780768346,0.9536746318909438,0.03000395891091647
86,0.634187370600414,0.9749397590361447,0.03244880510624915
87,0.629608063031976,0.9540508982035927,0.04011605911615894
88,0.6830429031515988,0.9585148482206595,0.04085742824258162
89,0.7248389694041867,0.8961742171093308,0.026516462438800695
90,0.6831507361398665,0.9196069583530078,0.023691110972735914
91,0.6405854612376352,0.961811817340753,0.02061674850414219
92,0.6885567632850241,0.9401680398687736,0.050123283531676485
93,0.6007447665056361,0.9703345070422535,0.022525753131824953
94,0.6966945594662987,0.9396021699819169,0.01978249765466347
95,0.615244708994709,0.958204334365325,0.030922750506299085
96,0.6736686220381872,0.9458220128412297,0.03856340665654762
97,0.669973544973545,0.9476804323744611,0.03166732025487169
98,0.6579321946169772,0.9417938931297709,0.037675738592365705
99,0.6527634000460086,0.956165297557126,0.04515207227923926
100,0.6973271796641362,0.9295681706446018,0.0308445918469582
101,0.6546181274442143,0.9646443945095703,0.0480019558559082
102,0.7324519783758913,0.9315483912817852,0.01936734121211786
103,0.7014967218771566,0.9611792186958029,0.04230289205870285
104,0.6709656084656084,0.9397506981046393,0.02763192348215199
105,0.6816123188405796,0.9508986928104575,0.034355425175809376
106,0.70084972394755,0.9427562966856817,0.029760728891095798
107,0.6884776857602943,0.9559366714411972,0.024161317176368963
108,0.6274082700713135,0.9814354066985647,0.02412622196292924
109,0.6542443064182195,0.9581692913385828,0.030276748848960672
110,0.7057165861513687,0.9311083474195906,0.026161217879976134
111,0.6553010697032435,0.964859464313798,0.033779091899765225
112,0.7110938578329884,0.9176545466937693,0.015929317617386595
113,0.715766620657925,0.9199598716337964,0.018943414136151224
114,0.6714113181504486,0.9443521594684385,0.07567261116208039
115,0.7071615481941569,0.9134493808176559,0.02650073735556109
116,0.669405624568668,0.9219705398123687,0.02516911848818608
117,0.6578890614216701,0.9506574923547401,0.029191851045838536
118,0.7055584311019094,0.9361374135485976,0.01886554641205009
119,0.6693481136415917,0.9578110383536014,0.03175710300398731
120,0.634144237405107,0.9689421887808626,0.024555149299714543
121,0.6595928226363008,0.9352046347743597,0.045882102053959234
122,0.6064742926155969,0.964450967770736,0.019776143084127888
123,0.6750560731538993,0.9526970954356846,0.03336058297467516
124,0.6516922590292155,0.9752193078358236,0.024151530642047638
125,0.6662065792500573,0.9469403563129356,0.03625767083362126
126,0.6684207499424891,0.947641910606357,0.024760425252537726
127,0.6977369450195536,0.9609577464788732,0.024743941608004534
128,0.6927478720956982,0.9638619201725998,0.04589755425998878
129,0.6508942949160339,0.9530734371105523,0.03755570913285248
130,0.7128335633770416,0.9080542264752791,0.02450204098308786
131,0.6719145387623648,0.9572413793103447,0.03061837307480507
132,0.6946385438233265,0.9002849002849004,0.02399767036038688
133,0.69965637221072,0.9436355896126012,0.015203619771655337
134,0.6332600069013112,0.9340478424015008,0.022562208836389392
135,0.5850802277432712,0.9424331850866621,0.04021234590994053
136,0.7227038762364849,0.9190058077369827,0.013919516724497314
137,0.6917773752012883,0.9427803843298646,0.026163375000900026
138,0.6666235334713596,0.9333539221741818,0.02771583005822655
139,0.726089832068093,0.9021610828072584,0.016523310348871355
140,0.6429721647112951,0.9628185012408341,0.03526557019775164
141,0.702416896710375,0.9400073023847613,0.021881212596274964
142,0.6811809868875085,0.9607237422771403,0.029169643194458503
143,0.6268547273982056,0.9406974264929268,0.02623058408857697
144,0.7137896825396826,0.8939288827876503,0.01874185097457901
145,0.6625150966183575,0.9592814628496884,0.02134696954364411
146,0.7011157119852772,0.9340033457216801,0.05297973406720583
147,0.7095985737290085,0.8959656652360515,0.02335058468337909
148,0.6212689786059351,0.9402350640879398,0.023626662575688878
149,0.6817992293535772,0.922562358276644,0.07825273293892995
